,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age_in_years,Dt_Customer_Day,Dt_Customer_Month,Dt_Customer_Year,TotalMntSpent,Total_Number_Purchases,Age Segmentation
776,Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,Spain,45,20,8,2013,1073,26,Between 45 and 54
777,Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,India,56,2,8,2013,608,18,Between 55 and 64
778,Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,Germany,56,2,8,2013,608,18,Between 55 and 64
779,Graduation,Together,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,Spain,64,25,7,2013,1155,26,Between 55 and 64
780,Graduation,Divorced,55635.0,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,0,United States of America,51,13,11,2012,590,21,Between 45 and 54
781,Master,Together,42021.0,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,Spain,41,31,8,2012,573,22,Between 35 and 44
782,Master,Married,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,1,0,Germany,50,27,8,2012,1890,19,Between 45 and 54
783,Graduation,Together,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,Spain,54,22,8,2012,106,9,Between 45 and 54
784,PhD,Together,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,1,0,Central America,53,16,8,2012,1064,21,Between 45 and 54
785,Graduation,Married,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,0,Central America,63,8,5,2014,1097,20,Between 55 and 64
786,2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,India,41,4,4,2014,182,12,Between 35 and 44
787,Graduation,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,Spain,56,12,3,2014,1456,21,Between 55 and 64
788,Master,Together,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,India,53,15,2,2014,292,17,Between 45 and 54
789,Graduation,Married,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,Spain,71,12,2,2014,2211,21,Above 65 years
790,Graduation,Together,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,South America,39,27,10,2013,16,4,Between 35 and 44
791,Graduation,Single,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,United States of America,47,22,9,2013,527,21,Between 45 and 54
792,Graduation,Married,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,1,0,South America,49,19,8,2013,1778,23,Between 45 and 54
793,Graduation,Together,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,1,0,Spain,54,23,7,2013,815,25,Between 45 and 54
794,Graduation,Single,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,United States of America,60,17,3,2013,861,23,Between 55 and 64
795,Master,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,0,Spain,52,22,12,2012,1812,16,Between 45 and 54
796,Graduation,Together,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,Australia,42,16,12,2012,41,5,Between 35 and 44
797,PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,South America,48,13,10,2012,33,6,Between 45 and 54
798,PhD,Divorced,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,1,0,Spain,58,14,9,2012,895,29,Between 55 and 64
799,Graduation,Married,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,1,0,Spain,35,8,9,2012,210,10,Between 35 and 44
800,PhD,Widow,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,South America,51,8,9,2012,1092,21,Between 45 and 54
801,PhD,Single,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,1,0,Central America,67,20,8,2012,1396,22,Above 65 years
802,Master,Together,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,Spain,75,20,4,2014,711,10,Above 65 years
803,PhD,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,Spain,58,23,3,2014,68,7,Between 55 and 64
804,Basic,Married,25224.0,1,0,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0,0,Central America,50,16,3,2014,46,7,Between 45 and 54
805,Graduation,Together,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,Spain,54,7,1,2014,1121,26,Between 45 and 54
806,PhD,Divorced,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,Spain,55,24,12,2013,13,4,Between 55 and 64
807,Graduation,Divorced,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,Central America,45,1,12,2013,55,6,Between 45 and 54
808,Graduation,Married,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,Spain,47,29,11,2013,362,18,Between 45 and 54
810,PhD,Together,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,Spain,75,31,8,2013,1095,26,Above 65 years
811,PhD,Together,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,South America,75,31,8,2013,1095,26,Above 65 years
812,Graduation,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,Spain,63,19,3,2013,46,5,Between 55 and 64
813,Master,Single,89616.0,0,0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,1,0,Central America,39,25,2,2013,1644,25,Between 35 and 44
814,Graduation,Together,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,0,Spain,52,21,1,2013,1724,30,Between 45 and 54
815,Master,Widow,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,1,0,Germany,74,24,10,2012,1930,23,Above 65 years
816,Graduation,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,0,Spain,36,22,10,2012,61,7,Between 35 and 44
817,Graduation,Married,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,Central America,46,18,10,2012,877,15,Between 45 and 54
818,Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,0,Spain,40,8,8,2012,299,14,Between 35 and 44
819,2n Cycle,Together,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,United States of America,72,31,7,2012,939,27,Above 65 years
820,PhD,Alone,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,Central America,49,19,5,2014,49,6,Between 45 and 54
821,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,Spain,49,19,5,2014,49,6,Between 45 and 54
822,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,0,South America,49,19,5,2014,49,6,Between 45 and 54
823,PhD,Widow,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,Spain,72,3,5,2014,1130,17,Above 65 years
824,Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,South America,71,16,4,2014,19,5,Above 65 years
825,PhD,Married,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,Australia,52,31,12,2013,913,28,Between 45 and 54
826,2n Cycle,Married,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,Germany,47,9,12,2013,38,9,Between 45 and 54
827,Master,Together,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,Spain,57,7,12,2013,395,19,Between 55 and 64
828,Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,South America,51,2,12,2013,28,4,Between 45 and 54
829,Graduation,Together,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,Central America,53,14,11,2013,33,7,Between 45 and 54
830,Graduation,Married,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,Central America,44,29,10,2013,270,15,Between 35 and 44
831,Graduation,Together,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,Spain,50,22,7,2013,1194,32,Between 45 and 54
832,Graduation,Married,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,Spain,31,22,6,2013,393,12,Between 25 and 34
833,Master,Together,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,Spain,64,6,6,2013,397,15,Between 55 and 64
834,Master,Together,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,Spain,51,4,6,2013,59,2,Between 45 and 54
835,PhD,Married,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,Spain,72,9,5,2013,38,5,Above 65 years
836,Graduation,Single,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,1,0,Central America,38,21,4,2013,1923,16,Between 35 and 44
837,Graduation,Divorced,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,Central America,50,11,4,2013,63,7,Between 45 and 54
838,Basic,Married,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,Australia,33,18,3,2013,18,4,Between 25 and 34
839,PhD,Together,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,South America,54,17,1,2013,81,11,Between 45 and 54
840,PhD,Divorced,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,Spain,63,30,12,2012,1307,23,Between 55 and 64
841,Graduation,Married,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,South America,64,17,8,2012,1102,31,Between 55 and 64
842,Graduation,Widow,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,Spain,53,6,8,2012,201,11,Between 45 and 54
843,Graduation,Married,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,Spain,66,13,4,2014,443,16,Above 65 years
844,PhD,Widow,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,Spain,53,22,3,2014,636,21,Between 45 and 54
845,Graduation,Single,46344.0,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,0,United States of America,68,8,3,2014,27,6,Above 65 years
846,Graduation,Married,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,Spain,42,16,12,2013,670,20,Between 35 and 44
847,PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,0,Spain,56,28,10,2013,1029,18,Between 55 and 64
848,Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,South America,36,22,10,2013,84,11,Between 35 and 44
849,Graduation,Together,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,Spain,47,9,9,2013,820,25,Between 45 and 54
850,Master,Married,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,Spain,57,3,7,2013,1012,26,Between 55 and 64
851,2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,Spain,64,6,5,2013,563,18,Between 55 and 64
852,Master,Together,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Spain,40,23,4,2013,12,4,Between 35 and 44
853,Graduation,Married,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,India,49,18,2,2013,315,16,Between 45 and 54
854,Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,South America,59,6,2,2013,99,9,Between 55 and 64
855,PhD,Married,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,Spain,49,16,1,2013,413,18,Between 45 and 54
856,PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,53,8,1,2013,17,4,Between 45 and 54
857,2n Cycle,Married,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,South America,44,4,12,2012,57,6,Between 35 and 44
858,PhD,Single,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,Spain,38,28,11,2012,406,14,Between 35 and 44
859,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,India,65,6,11,2012,1853,25,Between 55 and 64
860,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,1,0,Central America,65,6,11,2012,1853,25,Between 55 and 64
861,PhD,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,Spain,67,3,11,2012,41,10,Above 65 years
862,Graduation,Married,17323.0,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,United States of America,35,10,10,2012,46,5,Between 35 and 44
863,Graduation,Divorced,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,Spain,62,12,9,2012,946,22,Between 55 and 64
864,PhD,Widow,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,0,Spain,66,10,9,2012,528,20,Above 65 years
865,Graduation,Divorced,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,South America,60,8,9,2012,1245,32,Between 55 and 64
866,PhD,Together,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,Central America,57,28,8,2012,529,17,Between 55 and 64
867,Graduation,Together,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,Spain,37,27,8,2012,48,6,Between 35 and 44
868,Graduation,Married,61482.0,0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,South America,57,27,6,2014,299,12,Between 55 and 64
869,Graduation,Single,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,Central America,52,11,5,2014,25,5,Between 45 and 54
870,PhD,Together,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,South America,46,8,5,2014,77,9,Between 45 and 54
871,Graduation,Together,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,Spain,48,20,3,2014,219,12,Between 45 and 54
872,Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,Central America,54,14,12,2013,60,10,Between 45 and 54
873,Master,Married,34109.0,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,Australia,51,6,11,2013,22,4,Between 45 and 54
874,Graduation,Married,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,Spain,36,21,10,2013,147,10,Between 35 and 44
875,PhD,Together,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,Spain,56,16,9,2013,75,8,Between 55 and 64
876,PhD,Divorced,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,Spain,46,2,7,2013,65,9,Between 45 and 54
877,2n Cycle,Married,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,Spain,44,4,6,2013,63,9,Between 35 and 44
878,PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,Spain,60,20,4,2013,57,9,Between 55 and 64
879,Master,Together,51411.0,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,United States of America,52,1,4,2013,317,14,Between 45 and 54
880,Graduation,Single,57967.0,0,1,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0,India,60,3,3,2013,468,19,Between 55 and 64
881,PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,1,0,Spain,73,12,2,2013,467,19,Above 65 years
882,PhD,Married,72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,Australia,68,8,11,2012,1319,28,Above 65 years
883,Master,Married,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,Australia,52,12,10,2012,727,26,Between 45 and 54
884,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,0,Spain,67,3,8,2012,587,16,Above 65 years
885,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,Spain,67,3,8,2012,587,16,Above 65 years
886,PhD,Together,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,United States of America,33,16,5,2014,1346,21,Between 25 and 34
887,PhD,Married,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,South America,47,25,4,2014,35,6,Between 45 and 54
888,Master,Married,53204.0,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,Germany,46,20,3,2014,45,5,Between 45 and 54
889,Master,Married,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,Spain,40,7,1,2014,44,9,Between 35 and 44
890,Master,Married,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,Australia,69,17,12,2013,794,22,Above 65 years
891,Graduation,Single,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,1,0,Central America,69,13,11,2013,1507,23,Above 65 years
892,Graduation,Together,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,South America,30,7,11,2013,1253,19,Between 25 and 34
893,Graduation,Married,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,Australia,74,6,9,2013,100,7,Above 65 years
894,Graduation,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,Spain,62,6,7,2013,48,8,Between 55 and 64
895,Graduation,Together,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,South America,44,19,6,2013,15,4,Between 35 and 44
896,Graduation,Together,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,India,44,19,6,2013,15,4,Between 35 and 44
897,Graduation,Together,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,Central America,50,18,6,2013,38,5,Between 45 and 54
898,Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,South America,50,20,5,2013,1690,16,Between 45 and 54
899,Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,0,Australia,50,20,5,2013,1690,16,Between 45 and 54
900,Basic,Married,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,Germany,50,28,2,2013,75,7,Between 45 and 54
901,PhD,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,Spain,37,19,2,2013,21,4,Between 35 and 44
902,Graduation,Married,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,Spain,66,18,2,2013,973,26,Above 65 years
903,Graduation,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,Spain,68,18,11,2012,330,14,Above 65 years
904,PhD,Single,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,1,0,Central America,31,10,11,2012,1820,17,Between 25 and 34
905,PhD,Married,52869.0,1,1,40,84,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,1,0,South America,68,15,10,2012,172,11,Above 65 years
906,Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,1,0,Spain,36,13,10,2012,27,4,Between 35 and 44
907,Graduation,Single,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,1,0,Germany,46,12,10,2012,2209,22,Between 45 and 54
908,Graduation,Married,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,Australia,72,8,9,2012,454,18,Above 65 years
909,2n Cycle,Together,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,Spain,47,6,9,2012,38,6,Between 45 and 54
910,Graduation,Married,27803.0,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,Australia,49,26,8,2012,176,9,Between 45 and 54
911,PhD,Married,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,India,47,14,6,2014,904,27,Between 45 and 54
912,Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,Spain,30,29,5,2014,64,8,Between 25 and 34
913,2n Cycle,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,Spain,57,7,4,2014,1363,20,Between 55 and 64
914,2n Cycle,Together,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,Germany,49,23,3,2014,690,17,Between 45 and 54
915,Master,Divorced,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,Australia,46,25,1,2014,1027,23,Between 45 and 54
916,Master,Together,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,Spain,44,23,1,2014,1371,21,Between 35 and 44
917,Graduation,Together,60934.0,0,1,41,224,155,155,192,93,54,2,6,4,11,4,0,0,0,0,0,0,0,Central America,47,17,1,2014,873,23,Between 45 and 54
918,Master,Married,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,South America,36,28,10,2013,52,5,Between 35 and 44
919,PhD,Divorced,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,Spain,61,7,2,2013,1307,23,Between 55 and 64
920,Basic,Married,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,Spain,49,11,12,2012,37,5,Between 45 and 54
921,Graduation,Married,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,Spain,45,31,10,2012,506,21,Between 45 and 54
922,PhD,Single,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,Spain,38,12,10,2012,81,7,Between 35 and 44
923,PhD,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,0,Spain,59,24,9,2012,793,29,Between 55 and 64
924,Graduation,Married,37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,United States of America,40,8,8,2012,316,12,Between 35 and 44
925,Master,Married,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,Spain,45,23,5,2014,1092,28,Between 45 and 54
926,Graduation,Married,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,Spain,36,24,4,2014,1795,27,Between 35 and 44
927,Graduation,Together,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,Central America,46,14,4,2014,29,6,Between 45 and 54
928,PhD,Together,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,South America,48,8,4,2014,1113,20,Between 45 and 54
929,Graduation,Together,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,Spain,44,12,2,2014,78,9,Between 35 and 44
930,Graduation,Together,88325.0,0,0,42,519,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,0,0,India,41,5,2,2014,1623,18,Between 35 and 44
931,Master,Married,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,Spain,64,31,12,2013,195,11,Between 55 and 64
932,2n Cycle,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,0,Spain,70,20,12,2013,1168,25,Above 65 years
933,2n Cycle,Single,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,Spain,44,13,9,2013,177,11,Between 35 and 44
934,Master,Married,27889.0,1,0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,Australia,45,5,7,2013,26,5,Between 45 and 54
935,2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,Central America,42,2,7,2013,46,5,Between 35 and 44
936,PhD,Together,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,Central America,55,5,5,2013,542,20,Between 55 and 64
937,Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,Spain,43,17,3,2013,38,10,Between 35 and 44
938,Master,Alone,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,Central America,64,10,3,2013,632,23,Between 55 and 64
939,Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,Spain,46,6,2,2013,1508,23,Between 45 and 54
940,Graduation,Married,2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,United States of America,43,6,1,2013,1730,43,Between 35 and 44
941,Graduation,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,1,0,Spain,65,13,11,2012,1336,19,Between 55 and 64
942,Graduation,Married,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,Spain,33,29,10,2012,684,21,Between 25 and 34
